"","rank","Youtuber","subscribers","video.views","category","Title","uploads","Country","Abbreviation","channel_type","video_views_rank","country_rank","channel_type_rank","video_views_for_the_last_30_days","lowest_monthly_earnings","highest_monthly_earnings","lowest_yearly_earnings","highest_yearly_earnings","subscribers_for_last_30_days","created_year","created_month","created_date","Gross.tertiary.education.enrollment....","Population","Unemployment.rate","Urban_population","Latitude","Longitude"
"276",276,"That Little Puff",16.9809856061054,23.7333786820913,"Pets & Animals","That Little Puff",769,"USA","US","Animals",118,81,1,20.4422998278344,12.1484435326935,14.9141228466324,14.6484196808994,17.404569676796,1100000,2020,"Aug",29,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"277",277,"NickyJamTV",16.9767572699958,23.4896997094613,"Music","NickyJamTV",392,"nan","nan","Music",193,3,78,18.1712830489925,9.87816974455184,12.6497964657554,12.3622213280201,15.1238433776145,1e+05,2012,"Jan",10,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"278",278,"Juan De Dios Pantoja",16.9767572699958,21.4820344408436,"Entertainment","Juan De Dios Pantoja",226,"Mexico","MX","People",4529,11,10,17.6627176704575,9.36734412078585,12.1410006487865,11.8536742583587,14.6039679183285,2e+05,2014,"Jun",9,40.2,18.6519037603095,3.42,2.91488062678108,23.634501,-102.552784
"279",279,"Logan Paul",16.9767572699958,22.5140252169185,"Entertainment","Logan Paul",719,"USA","US","Entertainment",1057,82,75,16.1953344312991,7.90100705199242,10.6735957742322,10.3859137017804,13.1588881520867,349153.834094369,2015,"Aug",29,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"280",280,"Maya and Mary",16.9767572699958,22.6352440501206,"Entertainment","Maya and Mary",552,"USA","US","Entertainment",883,82,75,17.6119431222429,9.31470038730042,12.0906617940188,11.8026055400847,14.5574479026937,4e+05,2013,"Aug",30,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"281",281,"Peppa Pig Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",16.9767572699958,22.7927374940819,"Film & Animation","Peppa Pig Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",1251,"UK","GB","Film",668,12,19,17.7968543810991,9.503009985939,12.2755987081788,11.987916635727,14.7710220029917,1e+05,2014,"Jul",28,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"282",282,"Jelly",16.9725109791144,23.4163400924845,"Gaming","Jelly",6066,"UK","GB","Games",229,13,20,17.5452680050305,9.24956108512946,12.0239510687389,11.7360690162844,14.5086577385242,349153.834094369,2014,"May",27,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"283",283,"Miss Katy",16.9725109791144,23.4109088449273,"People & Blogs","Miss Katy",1044,"UK","GB","Entertainment",235,13,76,17.9036525908765,9.60911649193355,12.3821245893105,12.0945822694968,14.8802212949567,349153.834094369,2014,"Nov",17,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"284",284,"Tilak",16.9682465803279,22.9709578822082,"Film & Animation","Tilak",6672,"India","IN","Film",493,56,20,19.7218174633986,11.4273675766086,14.2209756660724,13.9108207377686,16.6834094600084,9e+05,2020,"Oct",10,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"285",285,"Valentina Pontes ofc",16.9682465803279,22.793527766613,"Film & Animation","Valentina Pontes ofc",1291,"Brazil","BR","Entertainment",667,14,77,17.1578421867594,8.86785006302941,11.6360276621042,11.3492293722994,14.1519827945855,349153.834094369,2014,"Apr",14,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
"286",286,"Sesame Street",16.9639639185359,23.8355073312434,"Entertainment","Sesame Street",3657,"USA","US","Entertainment",99,83,78,18.6372990520981,10.3417424834673,13.1157415010954,12.8282607371496,15.6072700271923,1e+05,2006,"Jan",16,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"287",287,"Happy Lives",16.9596628366365,7.87625888230323,"Science & Technology","Happy Lives",1,"USA","US","Entertainment",4053372,84,79,22.6086674288781,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,1e+05,2016,"Mar",15,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"288",288,"Lady Gaga",16.9596628366365,23.4802116704973,"People & Blogs","Lady Gaga",172,"USA","US","Music",198,83,79,18.7795363086086,10.4857031723888,13.2581172983819,12.9703770204064,15.7470319695675,1e+05,2008,"May",15,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"289",289,"Akshay Nagwadiya",16.9596628366365,22.7985387202058,"Entertainment","Akshay Nagwadiya",595,"nan","nan","Entertainment",660,-1,79,19.5875091580739,11.2935248999349,14.0778748224318,13.7783277668366,16.5498780673839,9e+05,2017,"Oct",25,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"290",290,"Wave Music Bhojpuri",16.955343175492,23.2796587596109,"Music","Wave Music Bhojpuri",22578,"India","IN","Music",293,59,81,17.7797084690465,9.48797210857446,12.2581905997923,11.9703503120091,14.7318012898384,1e+05,2014,"Aug",10,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"291",291,"GMM GRAMMY OFFICIAL",16.955343175492,23.9650700295178,"Music","GMM GRAMMY OFFICIAL",15462,"Thailand","TH","Music",68,4,81,18.6848357118453,10.3920675673548,13.1633133637333,12.8756952810432,15.6560601913618,349153.834094369,2010,"Nov",8,49.3,18.0586426152432,0.75,2.85527642128164,15.870032,100.992541
"292",292,"TED",16.955343175492,21.6597957368974,"People & Blogs","TED",4445,"USA","US","Tech",3568,85,4,16.3992061780271,8.10167774745457,10.8780471925343,10.5891064666753,13.3626393274588,1e+05,2006,"Dec",6,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"293",293,"unknown boy varun",16.955343175492,22.9532126252501,"Music","unknown boy varun",456,"India","IN","Music",506,58,80,19.532607335932,11.2384886192685,13.9978321147582,13.7235049121683,16.4965320866786,7e+05,2016,"Sep",27,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"294",294,"Kids TV - Nursery Rhymes And Baby Songs",16.955343175492,23.2998298551086,"Shows","Kids TV - Nursery Rhymes And Baby Songs",3781,"USA","US","Music",282,85,81,18.6710347111381,10.3766113091181,13.1495893636579,12.8617775306142,15.6400598500153,7e+05,2013,"Aug",30,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"295",295,"Tsuriki Show",16.9510047738934,24.1730791792562,"Entertainment","Tsuriki Show",2905,"Germany","DE","Comedy",34,1,15,20.4444998973831,12.1505599355999,14.9141228466324,14.6484196808994,17.4073282992351,8e+05,2019,"Jul",10,70.2,18.2359498750956,3.04,2.88922979226987,51.165691,10.451526
"296",296,"Technical Guruji",16.9510047738934,21.9405636821727,"Science & Technology","Technical Guruji",5041,"India","IN","Tech",2420,60,5,16.9183917470353,8.63052187672324,11.3963916487143,11.1094583595247,13.9108207377686,349153.834094369,2015,"Oct",19,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"297",297,"DrossRotzank",16.9510047738934,22.5218791794654,"Entertainment","DrossRotzank",1598,"Argentina","AR","Entertainment",1040,5,80,17.3861412429848,9.09380655572023,11.8649897963513,11.5768387907139,14.3461388090264,1e+05,2006,"Mar",9,90,17.6208101638746,9.79,2.86433179376721,-38.416097,-63.616672
"298",298,"White Hill Music",16.9510047738934,23.1156885703158,"Entertainment","White Hill Music",5718,"India","IN","Music",382,60,82,18.3500758595848,10.0562086395538,12.8285290854674,12.5407575715773,15.3195879547405,1e+05,2014,"Mar",23,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"299",299,"Ultra Movie Parlour",16.9466474685245,22.3948303145269,"Movies","Ultra Movie Parlour",1670,"India","IN","Film",1248,61,22,18.5933390953354,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,3e+05,2011,"May",17,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"300",300,"Alan Becker",16.9466474685245,22.4059678963424,"Film & Animation","Alan Becker",0,"USA","US","Games",4057944,7700,7453,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,1,2006,"Mar",21,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"301",301,"toyorbabytv",16.9466474685245,23.5143292726582,"Music","toyorbabytv",1159,"Jordan","JO","Music",181,2,83,18.9457405789462,10.6525423650344,13.4242441692559,13.1366606821052,15.9073746196427,3e+05,2012,"Nov",1,34.4,16.1282136905199,14.72,2.77484438245607,30.585164,36.238414
"302",302,"BabyBus - Canciones Infantiles & Videos para Niï¿½ï",16.9466474685245,23.3039727842902,"Education","BabyBus - Canciones Infantiles & Videos paraï¿½",1251,"Mexico","MX","Education",278,12,17,18.7341840601434,10.4399809230507,13.212752377132,12.9251312078746,15.7025802069967,2e+05,2018,"Mar",19,40.2,18.6519037603095,3.42,2.91488062678108,23.634501,-102.552784
"303",303,"KL BRO Biju Rithvik",16.9422710939247,23.612990051287,"Entertainment","KL BRO Biju Rithvik",1841,"nan","nan","Entertainment",143,-1,79,21.4327783715926,13.1384335575818,15.9073746196427,15.6237993291435,18.3963880513833,3200000,2020,"Jul",21,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"304",304,"Vania Mania Kids",16.9378754824516,23.037316625316,"People & Blogs","Vania Mania Kids",985,"USA","US","Education",438,87,18,18.8603218105277,10.5661755256114,13.338925317353,13.0510821753994,15.8304135785065,3e+05,2015,"Sep",9,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"305",305,"Like Nastya PRT",16.9378754824516,23.1715187133238,"Entertainment","Like Nastya PRT",654,"nan","nan","Entertainment",344,-1,82,18.3862238656976,10.0941079121448,12.8648871470096,12.5769463088687,15.3415668614593,1e+05,2019,"Apr",9,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"306",306,"Sun TV",16.9334604642425,23.7604777200405,"People & Blogs","Sun TV",60964,"India","IN","Entertainment",109,63,82,20.7053441994791,12.4114594752551,15.1764871110999,14.8802212949567,17.6677835589866,6e+05,2016,"Feb",26,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"307",307,"Heroindori",16.9334604642425,22.9450241631979,"Comedy","Heroindori",495,"India","IN","Entertainment",508,62,81,19.8048528546912,11.5109234622996,14.28551418721,13.9978321147582,16.770420836998,1400000,2020,"Jun",29,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"308",308,"The Chainsmokers",16.9334604642425,23.3787548073976,"Music","The Chainsmokers",180,"USA","US","Music",246,88,84,18.2180748438557,9.92329017983231,12.6964914595185,12.4090134895269,15.1764871110999,1e+05,2012,"Sep",22,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"309",309,"mmoshaya",16.9334604642425,23.5858701039334,"People & Blogs","mmoshaya",1189,"Saudi Arabia","SA","Entertainment",156,1,83,18.1172621663141,9.82552601106642,12.595747067732,12.3081778684673,15.0682735264596,1e+05,2010,"Dec",11,68,17.3497379399081,5.93,2.84352226295945,23.885942,45.079162
"310",310,"Sia",16.9334604642425,23.3189569441892,"Music","Sia",171,"USA","US","Music",273,88,84,18.3720470675381,10.0774408596596,12.8505546541088,12.5630475444779,15.3415668614593,349153.834094369,2007,"Nov",19,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"311",311,"LeoNata Family",16.9334604642425,24.0222402996902,"People & Blogs","LeoNata Family",2321,"USA","US","People",57,87,11,20.8836825583523,12.5896329182503,15.3630730666803,15.0682735264596,17.8462050931099,1300000,2021,"Sep",28,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"312",312,"Goldmines Cineplex",16.9290258671746,21.6116320588516,"Film & Animation","Goldmines Cineplex",3377,"India","IN","Film",3793,64,23,17.7020106061613,9.40919123072135,12.1807548375459,11.8927308262978,14.6484196808994,2e+05,2015,"Sep",12,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"313",313,"Vlad and Niki Arabic",16.9290258671746,23.0854116399328,"nan","Vlad and Niki Arabic",526,"USA","US","Entertainment",399,89,84,17.990912697321,9.69892038679485,12.4695900909827,12.1817799529611,14.9469126694554,1e+05,2018,"Nov",9,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"314",314,"SSundee",16.9290258671746,23.3504799785492,"Gaming","SSundee",3315,"USA","US","Games",261,90,21,18.9808335305353,10.6873890963645,13.4594068793938,13.1717248069421,15.9437422638135,2e+05,2009,"Nov",28,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"315",315,"Paulo Londra",16.9245715168253,22.8076994237341,"Music","Paulo Londra",58,"Argentina","AR","Music",648,6,85,18.0955321521826,9.80366721725392,12.5741819670946,12.2862691875245,15.0682735264596,349153.834094369,2016,"Aug",8,90,17.6208101638746,9.79,2.86433179376721,-38.416097,-63.616672
"316",316,"Smile Family",16.9200972364303,22.8824227438445,"People & Blogs","SMILE Family",34,"France","FR","Music",3805801,3046,4509,6.59987049921284,-1.71479842809193,1.09861228866811,0.693147180559945,3.55534806148941,10,2019,"Nov",3,65.6,18.0210966139428,8.43,2.87957908807941,46.227638,2.213749
"317",317,"FGTeeV",16.9200972364303,23.9037889850599,"Gaming","FGTeeV",1724,"USA","US","Games",77,91,22,18.6991454668545,10.4042628404486,13.1776088516303,12.8899267791785,15.6560601913618,1e+05,2013,"May",24,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"318",318,"Kinder Spielzeug Kanal (Kidibli)",16.9156028468425,23.1334728681437,"Entertainment","Kinder Spielzeug Kanal (Kidibli)",999,"USA","US","Entertainment",370,92,86,18.7523773094736,10.4573726657626,13.2308589735576,12.9432367115069,15.7176180843612,2e+05,2015,"Sep",25,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"319",319,"Charlie Puth",16.9065530113226,23.018303230283,"Music","Charlie Puth",157,"USA","US","Music",449,94,86,18.5295351488644,10.2363819678095,13.0080742310022,12.7203921585504,15.5019095115345,1e+05,2009,"Sep",9,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"320",320,"Vlad and Niki ESP",16.9065530113226,22.8743814236363,"nan","Vlad and Niki ESP",515,"USA","US","Entertainment",591,93,87,19.0297449827404,10.7363966754712,13.5083058190236,13.2205784249013,15.9902622794484,2e+05,2018,"Oct",11,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"321",321,"Sagawa /ï¿½ï¿½ï¿½",16.9065530113226,23.6327847342598,"Entertainment","Sagawa /ï¿½ï¿½ï¿½",6274,"Japan","JP","Entertainment",144,3,88,20.3825401672906,12.0884146020619,14.8451299751454,14.5574479026937,17.3448079422537,8e+05,2021,"Feb",13,63.2,18.6535890088939,2.29,2.92139783610444,36.204824,138.252924
"322",322,"Ben Azelart",16.9019971947867,22.2172744112786,"Film & Animation","Ben Azelart",301,"USA","US","Entertainment",1620,94,88,19.035574448542,10.7407350770698,13.5141351583805,13.2263629674228,16.0015618347024,5e+05,2014,"Jun",5,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"323",323,"Zach Choi ASMR",16.9019971947867,22.5013174696104,"People & Blogs","Zach Choi ASMR",946,"USA","US","People",1069,94,12,19.2717799415223,10.9784899755651,13.7503318319393,13.4626853371803,16.2314243362653,4e+05,2014,"Jul",5,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"324",324,"Topper Guild",16.9019971947867,23.4674596400811,"Comedy","Topper Guild",816,"USA","US","Comedy",204,91,16,20.3478856062702,12.0540862885323,14.8087623309746,14.5574479026937,17.3120181194308,1900000,2014,"Jul",9,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"325",325,"Disney Latinoamï¿½ï¿½",16.9019971947867,23.7513477598968,"Entertainment","disneylatinoamerica",116,"Mexico","MX","Music",1277277,2973,4085,8.45935219172639,0,2.94443897916644,2.63905732961526,5.4249500174814,349153.834094369,2008,"Apr",7,40.2,18.6519037603095,3.42,2.91488062678108,23.634501,-102.552784
"326",326,"Stokes Twins",16.8974205277593,22.2205897260409,"People & Blogs","Stokes Twins",257,"USA","US","People",1610,95,13,19.1035401867438,10.8097279485568,13.5820641136542,13.294466234004,16.0668023565708,6e+05,2008,"Apr",11,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"327",327,"National Geographic",16.8974205277593,22.4486399484169,"Science & Technology","National Geographic",10162,"USA","US","Entertainment",1158,95,89,17.6400566234997,9.35010231435134,12.1183337312222,11.8306516587704,14.6039679183285,1e+05,2006,"May",7,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"328",328,"Dua Lipa",16.8974205277593,23.1470378870107,"Music","Dua Lipa",164,"UK","GB","Music",368,14,87,18.6679079419871,10.3734911817819,13.1464704527476,12.858658214334,15.6237993291435,1e+05,2011,"Feb",5,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"329",329,"OneDirectionVEVO",16.8974205277593,23.2197907331036,"Music","OneDirectionVEVO",266,"UK","GB","Music",322,14,87,17.749960195954,9.45720044990771,12.228323254465,11.9408041679153,14.7318012898384,349153.834094369,2010,"Dec",4,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"330",330,"Rotana",16.8974205277593,23.6848905622468,"Music","rotana5018",135,"nan","nan","Music",926975,-1,2709,9.26586968176866,1.09861228866811,3.73766961828337,3.46573590279973,6.22851100359118,100,2011,"Oct",27,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"331",331,"Netflix India",16.8974205277593,22.7749422433781,"People & Blogs","NETFLIX INDIA",1,"nan","nan","People",4052308,-1,7665,6.01126717440416,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,349153.834094369,2017,"Sep",24,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"332",332,"Sourav Joshi Vlogs",16.8928228185107,22.9631340548378,"People & Blogs","Sourav Joshi Vlogs",1390,"nan","nan","People",498,-1,13,19.3965075053413,11.101945176174,13.9108207377686,13.5873544648265,16.3571125514288,4e+05,2019,"Feb",19,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"333",333,"ZAMZAM ELECTRONICS TRADING",16.8928228185107,22.8642514455058,"nan","ZAMZAM ELECTRONICS TRADING",15126,"United Arab Emirates","AE","People",608,4,14,21.1920186842905,12.8982193257565,15.6718085483299,15.3841264758781,18.1554122663375,3400000,2020,"Dec",19,36.8,16.094881167896,2.35,2.76965886054822,23.424076,53.847818
"334",334,"DUDU e CAROL",16.8882038726544,22.984809618247,"Autos & Vehicles","DUDU e CAROL",2942,"Brazil","BR","Entertainment",481,15,90,19.0791018951172,10.7851868396407,13.5576461539217,13.2699209417619,16.0455249581235,3e+05,2013,"Mar",2,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
"335",335,"Village Cooking Channel",16.8882038726544,22.4919915631114,"Howto & Style","Village Cooking Channel",219,"India","IN","Howto",1082,66,9,19.0864772824895,10.7934343090707,13.5649958098539,13.2773137374022,16.0455249581235,4e+05,2018,"Apr",25,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"336",336,"Eva Bravo Play",16.8882038726544,22.958255314515,"Entertainment","Eva Bravo Play",228,"USA","US","Entertainment",507,96,90,17.9731272147442,9.68034400122192,12.4517601612793,12.1642084414315,14.9469126694554,349153.834094369,2019,"May",7,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"337",337,"Tekashi 6ix9ine",16.8835634930979,22.4965525190288,"People & Blogs","Tekashi 6ix9ine",51,"USA","US","Music",1081,96,88,18.5476833704892,10.2541444241493,13.0262929086536,12.7384640472107,15.5019095115345,2e+05,2018,"Apr",6,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"338",338,"Tlnovelas",16.8835634930979,23.4321887836953,"News & Politics","tlnovelas",158,"Mexico","MX","Entertainment",1936958,2063,2940,9.64594663699633,1.38629436111989,4.12713438504509,3.8286413964891,6.60934924316738,349153.834094369,2014,"Jan",2,40.2,18.6519037603095,3.42,2.91488062678108,23.634501,-102.552784
